,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
87,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,3,0,3,0,0,0,1,0,0,0,5,9,7,6,9,5,42291505.65437629,0.0,54392250.304739185,0.0022425481864679184,14354132.775582679,0.003746537500044181,55359757.72033641,0.0,165963121.08604664,0.0,485000000.0,1855.8977714514049
88,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,4,0,0,3,7,3,2,0,1,0,4,6,5,2,0,6,163364639.56821713,0.0124260188325943,193761685.0383232,0.0,21203173.776101537,0.0002372960566461353,39581182.89776003,0.0,70651299.48955701,0.0,182600000.0,2393.065979052036
89,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,3,2,2,0,3,1,0,0,2,0,0,0,0,0,0,0,77099991.75787257,0.0,90143923.5488522,0.0,36704654.664586835,0.0038112866984438684,3499060.464031546,0.0002573094748505177,48106910.73505688,0.006394486027140404,748700000.0,4822.403313308467
90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,3,3,0,0,3,7,2,4,0,0,0,0,1,7,159334604.94970015,0.0,72076250.28382003,0.027998482656013464,97993913.13137662,0.0,13171482.854827207,0.008049795177452726,89977238.37478466,0.021268119363913863,30700000.0,0.0
91,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,7,0,2,0,0,7,7,5,0,5,0,0,0,163090485.53593034,0.0,58446587.23125631,0.018260973760535128,87625657.6712515,0.021887593591099614,24162426.948826768,0.0,37058161.13419796,0.04106690080934898,151900000.0,0.0
92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,3,0,0,0,2,0,0,5,0,1,1,112454988.58836943,0.0,72692027.44119114,0.029010630459792845,97827535.41010788,0.16564972966236452,15596919.204796562,0.00269697816344885,54753402.289924696,0.004243404665096094,84600000.0,0.0
93,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,4,5,0,0,0,0,0,3,1,181609700.87076128,0.15532523540742876,94609624.21453804,0.007810441301656781,59344433.82549998,0.0,1241748.6459305757,0.0007154936243654324,58044072.09764524,0.0,286800000.0,0.0
94,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,2,1,1,0,0,7,7,7,0,0,1,0,1,0,118116118.5243429,0.009470039790515358,46961035.82053521,0.010338385687876974,132293579.72246529,0.0,8963199.872575354,0.0015601457093852493,25834753.497196812,0.00087509249929921,529200000.0,0.0
95,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,3,1,1,0,0,0,0,0,1,0,1,106293784.88118687,0.0,102507863.04970703,0.014297836738282577,45890569.76487121,0.056311482314843196,14088510.612497771,0.008699141974043756,58707401.02920964,0.00876221800497548,248500000.0,0.0
96,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,0,1,0,7,0,3,0,0,0,0,0,0,0,87162143.51697943,0.0011364047748618428,127677659.09340148,0.0019301044088503093,48024484.00172827,0.006281941633057293,7445052.50736583,0.0005500712908138977,15646902.058154024,0.0020769876445854464,121200000.0,4273.752109659163
97,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,4,7,4,0,0,7,0,0,0,5,0,0,1,155750554.2425189,0.018639028248891448,140822678.00042614,0.0,34221561.73832255,0.0,18284341.06876692,0.001613757008655734,84370963.20693329,0.023885358796395674,61400000.0,2997.4705734570443
98,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,3,0,1,7,1,1,7,0,0,0,1,0,0,128730494.90197119,0.009470039790515358,139678310.1786573,0.02963192338711325,87923844.52659146,0.0221827961670624,3773091.6880797567,0.0023168697637219026,26015846.76350236,0.0010926364836326835,377300000.0,0.0
99,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,0,3,5,0,0,0,3,9,0,0,7,6,162524654.99287218,0.05177507846914292,120464024.01190686,0.007863904512466149,32295723.242328644,0.07079200677098153,28521765.747436915,0.0,95146224.41557565,0.0,30700000.0,0.0
100,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,6,2,0,3,3,1,0,0,0,0,0,0,0,0,0,106293784.88118687,0.0,147546873.75304872,0.0,46791392.18112104,0.01224560795617135,9144396.699873958,0.0006686045707300005,24938302.10322398,0.003312156033932052,236500000.0,5279.081927341801
101,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4,7,6,3,0,7,0,0,3,32694901.094161935,0.0,89138782.03818789,0.013478926359621834,110986669.21857975,0.0,24227584.784522224,0.0,106997823.446322,0.08548808264319993,199900000.0,0.0
102,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,9,3,5,0,2,0,4,7,4,1,0,1,181609700.87076128,0.01863902824889145,243641603.23841816,0.0,22167818.198803753,0.0,40038846.194705315,0.0,50929971.20054293,0.0,151900000.0,3503.667692009483
103,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,6,0,1,0,3,0,3,0,0,0,0,0,81953746.33683932,0.009470039790515358,112832601.01821715,0.0,39901805.05169548,0.03443841101565258,8777721.091486067,0.00023655335580871948,117719690.0804926,0.1314944526704001,30700000.0,0.0
104,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,7,0,0,0,0,0,2,0,0,6,0,1,1,103162272.08375776,0.0,41329642.46490696,0.04761296896308493,55588377.24387083,0.07258740301963815,12586457.998778107,0.0,50929971.20054293,0.0,583100000.0,0.0
105,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2,0,3,7,0,3,1,0,0,0,4,5,6,1,0,2,117657018.40774402,0.0,95447657.595207,0.000910364985557028,2660868.2961119446,0.0008596528897348887,39386978.83963405,0.0,61229596.66387036,0.0012952955848633397,297900000.0,874.774263563877
106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,0,0,1,3,0,3,0,0,6,0,0,0,6,108384514.91837466,0.05177507846914292,99610690.56496045,0.013718717141191952,25084671.3975603,0.0019090822502444325,12586457.998778107,0.0,77465695.64644094,0.04142672970287802,286800000.0,0.0
107,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,3,0,0,0,2,5,7,1,9,94979303.71425684,0.0,83601533.81492174,0.04722837820701976,29825349.41284368,0.012677016830231293,20915828.68422698,0.0010192095026589434,145363652.30367583,0.0,169200000.0,0.0
108,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,3,1,2,0,1,7,3,0,2,0,1,0,0,0,4,0,81953746.33683932,0.0011364047748618428,183434032.46403033,0.0009555490354683266,50152250.876304284,0.007407015434384431,6320800.309666242,0.0,33377116.55719709,0.0,498500000.0,2185.9794950193614
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,9,4,6,2,0,5,5,8,0,0,7,89068254.21950817,0.0,181097254.1715144,0.0026178450381698663,58517988.01954745,0.0,46704262.793562666,0.0,87726819.07379544,0.005843373878300739,0.0,4602.819435775911
110,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,4,0,0,0,0,0,0,7,5,0,5,7,7,0,4,2,0.0,0.0,19896006.21907495,0.0027526090789230387,70656192.99188861,0.0,49283477.94245806,0.0,74992599.227259,0.001335341551982605,485000000.0,2454.468705833473
111,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,4,0,4,0,0,0,0,0,0,3,2,6,1,1,7,3,47847947.961454235,0.0,15911202.139064435,0.002184875965336867,25971944.648769345,0.0004584815411919406,29206235.47538793,1.1673154880146051e-05,111431227.9324568,0.000131116378035922,297900000.0,1451.3481682308586
112,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,7,0,1,2,0,0,1,0,0,0,0,0,3,170667071.54511595,0.05177507846914292,94909050.87478772,0.014315907961743644,47224795.12258052,0.059061734387204474,11216307.85200054,0.0069155862961376175,55045884.55562298,0.02740997643295703,30700000.0,0.0
113,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,6,2,3,0,3,1,0,0,0,0,0,0,2,0,1,161627713.2859488,0.0,98279539.54847625,0.009371955884415407,10848454.234537538,0.023743537548917733,14256064.938270539,0.008880241305441945,55515490.69116537,0.0013101804679661571,279200000.0,0.0
114,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3,0,5,0,0,4,2,0,2,0,4,5,8,0,0,6,114509073.14387801,0.00621300941629715,106698855.80440418,0.000591721788024459,24006372.405596126,0.0004892380879289343,44153226.07626312,0.0,59964378.45464493,0.0026314667510673483,408000000.0,2910.558604987009
115,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,1,0,1,0,5,0,3,9,1,7,0,4,3,32694901.094161935,0.0,50643372.438639365,0.001732487294012798,57423135.62296812,0.0,46653655.91965508,0.0,78164834.68628657,0.001335341551982605,436400000.0,1603.2322310754273
116,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,5,0,0,3,3,0,1,0,4,0,4,0,0,7,53972506.18695759,0.0,113123315.67579126,0.0017157404085939095,52110169.01455708,0.008376374363733126,20785047.17797311,0.0,105453531.09558508,0.00816899441683727,199900000.0,7279.238860304973
117,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,1,0,4,7,6,2,6,7,0,4,4,121253879.80001529,0.05177507846914292,55605077.59323012,0.020170720590469447,110986669.21857975,0.0,39453266.42170095,0.0,71555540.28476302,0.0,30700000.0,0.0
118,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,7,0,0,0,1,0,4,3,2,9,0,3,7,165102960.32696453,0.009470039790515358,35608833.65959528,0.04110193775319265,57298051.94627236,0.02117513114010202,38026391.42765199,0.0,102140269.06630711,0.02533804330279974,30700000.0,0.0
119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,3,7,4,0,1,7,0,0,4,3,0,0,101988088.03595176,0.0,206572230.0841714,0.00043171530850263733,108068543.56717461,0.013835977864295497,17306170.624718823,0.0005596171047006421,38384556.16909564,0.0010982691262476367,84600000.0,5003.22821257549
120,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,7,3,4,1,0,0,0,7,47847947.961454235,0.0,55978315.56272416,0.0011246347061298488,64835987.44502628,0.0,16925244.491970196,0.0,115585625.30132568,0.009550924497517686,146000000.0,6045.022355339564
121,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1,5,1,0,0,0,0,7,4,0,0,0,0,1,6,128509281.34294224,0.0,24470905.786543638,0.028261712397580553,67626108.28683192,0.0,0.0,0.0,66687072.31506137,0.0,1126000000.0,0.0
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,1,0,4,0,6,2,7,6,0,7,0,182181166.30734792,0.05177507846914292,72046681.41486466,0.039125588876327166,62318902.73577461,0.0,39615816.28463164,0.0,44193513.54513965,0.0,0.0,0.0
123,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,7,2,0,1,3,0,0,0,0,7,3,1,0,0,0,115272862.040791,0.0,93194560.06674215,0.0007742404139132992,47072523.26195889,0.012379369596772456,33801522.61574014,0.0,107941467.94402854,0.014389681113473158,115300000.0,11260.34744264989
124,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,1,0,0,1,3,0,4,0,0,0,7,2,0,1,100714900.1874114,0.0,98756174.64566651,0.012801251223904435,26403379.542306438,0.0,23439197.548426356,0.005681207124132183,63548520.81788103,0.010462423186696464,61400000.0,0.0
125,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,3,1,3,0,0,1,0,1,0,4,3,5,6,0,0,3,76431543.68310125,0.0,58920876.01250182,0.0028893307351325163,53093739.85356095,0.0014553580877918297,37164121.51677349,0.0,43842191.36585181,0.0017911934141663314,369700000.0,2711.1199061890056
126,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,1,6,0,0,0,0.0,0.0,52176560.2532365,0.016230546563393462,27582813.95951736,0.011835166590105573,29841586.423833434,0.0,109431059.65572798,0.12195218523791496,535300000.0,0.0
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,3,0,0,0,2,0,0,2,3,0,1,180824753.63060838,0.0,72692027.44119114,0.029010630459792845,97827535.41010788,0.16564972966236452,12741695.41989015,0.0033078902259309935,58044072.09764524,0.0,0.0,0.0
128,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,1,0,0,3,0,6,7,4,0,0,6,47847947.961454235,0.0,61058558.31487693,0.026604652816285875,35245242.84675059,0.02400399430799996,45039276.5400175,0.0,100373963.99053526,0.06676477300567776,371400000.0,0.0
129,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,6,3,6,0,5,0,0,0,7,7,0,1,32694901.094161935,0.0,213939665.10251117,0.0,44502169.73094304,0.03443841101565258,24223304.546512216,0.006243876598871253,75869639.77914998,0.0,115300000.0,0.0
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,0,1,0,0,0,4,0,3,97791770.1940225,0.05177507846914292,81799173.22471212,0.044822381700871744,90676564.47933613,0.1533339820194286,3307985.0369486813,0.0020119568943817415,68094717.76275629,0.0,256100000.00000003,0.0
131,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,4,1,0,4,1,5,0,5,0,121644599.3504275,0.0,56419706.060587704,0.06476946505071088,49622725.1402255,0.0,30018899.7545425,0.0,36676675.840294495,0.0,339000000.0,0.0
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,1,3,4,1,6,1,0,0,7,140805929.96478274,0.0,56716908.40875682,0.06544612595424666,79357334.44100887,0.008423892437152915,27334183.29192333,0.0,49520923.836634815,0.005866448394259873,0.0,0.0
133,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,1,7,0,1,5,0,0,5,7,3,7,32694901.094161935,0.0,174500149.28958535,0.0005971908205516925,76157874.62161927,0.05730036938804867,20929364.515754413,0.006134647030084284,144434812.27797168,0.0,115300000.0,0.0
134,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,4,1,3,1,0,0,0,0,0,0,114692667.71883872,0.07071515805017364,120808922.82479474,0.007266713691914457,68543533.15029672,0.0,11512753.365187448,0.007179007628672858,51708168.91375437,0.057440313801846374,30700000.0,0.0
135,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,2,7,0,3,1,0,0,0,0,0,0,0,0,0,184249912.01345077,0.0,104416031.99279304,0.016470986989554792,50579794.945677966,0.11066120954639407,0.0,0.0,0.0,0.0,498500000.0,0.0
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,2,0,0,8,0,5,0,0,6,3,5,0,0,0,115272862.040791,0.0,100183047.24723116,0.0026178450381698663,28798397.130608946,0.0,37905187.80764773,0.0,84402905.911564,0.011334760852945887,0.0,7742.546272200661
137,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,1,5,0,2,0,1,0,0,0,0,0,97892743.35085762,0.018940079581030715,117026842.72486511,0.02015264936700838,43358568.29946998,0.046558984077477085,11629494.270406056,0.0035143807433357715,98452040.81316239,0.10950168317652194,30700000.0,0.0
138,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,7,2,1,0,8,7,0,0,0,32694901.094161935,0.0,92221086.40720092,0.02181537531808222,89734451.95909594,0.0,36514361.87970856,0.0010192095026589434,84402905.911564,0.0944563404412157,169200000.0,0.0
139,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,6,2,6,7,10,10,0,0,0,3,7,7,0,0,1,185735918.4681636,0.0,375429970.8296702,0.0,30644588.622649603,0.06671255658432976,44184470.68063845,0.0,26632292.908219896,0.00175018499859842,529200000.0,0.0
140,1,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,3,0,0,1,0,0,1,6,7,0,4,0,2,6,42291505.65437629,0.0,70663525.84184015,0.037674025090656205,85410886.68196613,0.07130970849767795,26527642.362493023,0.0,70651299.48955701,0.0,1020400000.0,0.0
141,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,7,0,3,0,1,0,2,0,0,1,1,3,0,124623471.75151412,0.018940079581030715,55978315.56272416,0.009371955884415407,48648826.25894403,0.011871768774458866,17959389.883228254,0.007354032963202143,56425877.743436806,0.0,61400000.0,0.0
142,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2,3,1,0,0,1,4,4,0,3,8,0,3,0,117999895.068093,0.0,54660859.66663572,0.01935601034783248,88283796.35743462,0.02079295389219915,31150860.737393804,0.00304156202477972,55045884.55562298,0.02740997643295703,248500000.0,0.0
143,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,7,5,5,0,3,2,0,0,4,0,1,0,0.0,0.0,237392368.97149292,0.0,64313998.3931441,0.004081869318723784,15944197.014926922,0.0004655465063088162,41275463.08675414,0.0021768603985014637,236500000.0,2635.397723322273
144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3,0,1,7,0,4,0,0,0,5,0,0,1,163364639.56821713,0.037278056497782895,120952800.60960773,0.002811758868596441,27290018.488505356,0.0006872696100879956,11630611.054671017,0.00011607618386258135,61458496.54180727,0.014704773329097434,286800000.0,2596.828711265867
145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,7,0,3,87162143.51697943,0.009470039790515358,83601533.81492174,0.04722837820701976,93808483.30121256,0.20435052210531124,6273741.075954219,0.003716187666107793,82593104.13074732,0.0,0.0,0.0
146,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,1,0.0,0.0,52176560.2532365,0.016230546563393462,58195236.24745317,0.011871768774458866,14256064.938270539,0.008880241305441945,76745382.99992809,0.057440313801846374,279200000.0,0.0
147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,0,1,7,0,3,0,7,7,4,0,0,1,156759665.00608853,0.05177507846914292,125953866.96003014,0.013718717141191952,25086210.49302183,0.0019151847396763758,47823410.90026012,0.0,90143570.30031824,0.07286694932951174,30700000.0,0.0
148,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,7,3,4,0,4,0,1,0,0,9,0,3,0,0,0,188600100.190013,0.0,72165142.28707346,0.002590778602028435,57413150.12044142,0.009832767814266539,29582406.110525247,0.0,16625534.735482654,0.002208104022621368,377300000.0,4537.685895455425
149,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5,2,4,3,3,6,1,1,3,7,0,0,0,0,0,158578444.843904,0.0,182051780.21941102,0.0005999973351931498,85622501.0377806,0.040855031659319155,14261651.781499248,0.0,7455746.606351422,0.00829280909911574,327000000.0,0.0
150,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,3,0,10,0,7,7,1,0,0,0,1,1,6,1,6,8,155643898.19476762,0.00621300941629715,227287810.2552685,0.0,10756140.668985933,0.002805301884646178,26318922.396294314,0.0,128001495.21546778,0.0,438700000.0,1589.3181568949994
151,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4,5,0,0,5,0,0,7,0,1,3,0.0,0.0,133184446.99452628,0.0016440775101277064,55568348.33356206,0.007022113676236372,23114240.639268465,0.000646436345882583,82533662.93817516,0.00348299074741089,115300000.0,5031.368836365671
152,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,4,7,6,0,0,0,0,0,2,181609700.87076128,0.15532523540742876,90143923.5488522,0.0,110986669.21857975,0.0,6247013.75676984,0.0036734669106636966,38708893.39256485,0.012375684702639923,61400000.0,0.0
153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,3,3,114692667.71883872,0.07071515805017364,82913586.79740492,0.040007931766713654,53129087.873338975,0.1159299425554608,1997756.4359393108,0.001174664122979138,101052794.97906452,0.0,121200000.0,0.0
154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,5,0,1,0,0,6,7,7,6,0,32694901.094161935,0.0,135431047.2398705,0.003049560346672504,81006966.5798787,0.01602340322055406,31779165.439847186,0.00012230514031907322,95146224.41557565,0.0,84600000.0,4886.035231475963
155,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,7,4,2,7,10,5,0,1,0,32694901.094161935,0.0,84950739.57635716,0.02181537531808222,99706391.34481564,0.0,59647183.028169096,0.0,83529585.13477647,0.06581366345039738,169200000.0,0.0
156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,3,0,7,0,3,3,1,137774181.7246131,0.06124511825965828,86823457.11631443,0.044822381700871744,84326030.28583375,0.130887345840632,15617366.803999834,0.0007809392660533339,94551485.92077652,0.0,0.0,0.0
157,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,4,1,1,4,0,0,0,1,0,3,32694901.094161935,0.0,128737720.49378535,0.02541300288893753,83927352.27761891,0.03204905465626915,11910996.549077468,0.007426318708183589,63043581.62846934,0.007452037537009324,302400000.0,0.0
158,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,7,2,0,2,0,0,0,3,7,0,0,64886700.595796466,0.028410119371546073,175561070.47443813,0.006452003449277494,47908994.12524061,0.056572571701785986,11852242.802081022,0.0020954843500206053,44193513.54513965,0.0,542900000.0,0.0
159,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,2,0,47847947.961454235,0.0,35608833.65959528,0.04110193775319265,49084681.80545297,0.044051611804407115,1832341.493825251,0.0010621099655361167,50486498.31174956,0.02533804330279974,760700000.0,0.0
160,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,4,0,4,3,7,0,4,0,0,0,2,0,6,1,6,7,96223098.04916811,0.0,140822678.00042614,0.0,16244987.282140825,0.004260659972438007,21081984.162210677,2.3750369877141476e-05,149098023.09981942,0.0035688017333895287,619900000.0,3427.5763698875116
161,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,3,7,1,3,3,0,0,0,7,3,7,0,3,0,204654034.25669515,0.0,145345443.37539184,0.0034292953394890273,16272681.351806307,0.0356153063233766,44913465.97050338,0.0,69805800.18360506,0.0440613529403219,146000000.0,0.0
162,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,3,3,2,3,53972506.18695759,0.0,41329642.46490696,0.04761296896308493,50216957.9322583,0.10922256646332942,25550626.361674264,0.00033594965953085033,96758507.80115426,0.0,544800000.0,0.0
163,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,4,0,1,0,1,0,7,3,0,4,4,0,0,0,3,85246019.34861892,0.0,70663525.84184015,0.004520883010878745,64835987.44502628,0.0,20785047.17797311,0.0,40421642.96591027,0.001335341551982605,205800000.0,2930.527982283652
164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,0,1,7,0,0,7,0,0,1,0,0,3,140805929.96478274,0.0,141320601.9849692,0.01140245292610033,99091963.40172222,0.05080842537652076,13309991.634843245,0.001573129440906772,42968232.10074125,0.005021974441627384,0.0,3357.8302464623375
165,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8,0,0,1,3,7,168921081.87529507,0.10355015693828584,65826233.42895757,0.007266713691914457,17480128.683655,0.03826878049500533,16108916.742160894,0.0,106976640.0672256,0.0,30700000.0,0.0
166,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,1,0,7,0,6,7,0,3,0,2,3,32694901.094161935,0.0,73849042.00507426,0.004983790245897021,73946120.41768885,0.0,24956580.074387155,0.0,62703176.26526719,0.00035198690365559235,425300000.0,2564.3092178860234
167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,1,0,0,0,0,1,3,0,0,3,113892871.91763595,0.009470039790515358,84405536.18279758,0.053488855668360924,93584005.11217389,0.2034604695968428,16808661.737763077,0.0010192095026589434,35678936.33387515,0.005866448394259873,0.0,0.0
168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,2,0,0,7,3,3,2,181609700.87076128,0.15532523540742876,147238808.4986444,0.007266713691914457,23944174.282124653,0.0038303694793527516,17573846.498162124,0.0019263843809335572,97660059.46776915,0.0,30700000.0,0.0
169,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,0,3,5,1,0,4,0,7,0,0,1,0,66507014.9338145,0.0,135431047.2398705,0.003049560346672504,67433565.10859358,0.005283011423011605,16007245.338911366,0.00012230514031907322,68687473.15393075,0.005880808433673388,84600000.0,6012.891797006625
170,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,5,0,7,1,2,7,1,0,0,1,7,2,0,0,1,134576627.39671084,0.0,166522934.4500101,0.003446128562625658,36627357.11845796,0.03583491942949637,30663030.56823361,0.0,26632292.908219896,0.00175018499859842,529200000.0,0.0
171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,1,0,5,0,7,7,0,1,2,142175349.08592215,0.009470039790515358,56716908.40875682,0.06544612595424666,57745018.86156775,0.01684778487430583,34050542.03244166,0.0010192095026589434,56221520.914640024,0.0029332241971299364,0.0,0.0
172,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,6,5,0,0,0,0,3,1,128675569.91297239,0.05177507846914292,30155352.937948473,0.03466800552737623,66629563.55863415,0.0,1221560.9958835007,0.000708073310357411,58044072.09764524,0.0,542900000.0,0.0
173,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,0,7,3,3,64886700.595796466,0.028410119371546073,85953863.24176133,0.043785253731616645,60732920.1498215,0.0794807888659783,4499664.643913082,0.0027476375712043653,125065178.98441488,0.0,121200000.0,0.0
174,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,3,1,0,1,0,4,0,5,0,1,0,0,2,0,78453877.84187987,0.0,52176560.2532365,0.016230546563393462,59344433.82549998,0.0,15232489.93402822,0.005709554209270251,49134062.426768236,0.023888480299846176,279200000.0,0.0
175,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,7,1,6,0,0,0,1,9,5,1,8,6,0.0,0.0,208114696.50811112,0.0,16051128.794482458,0.03473685389889761,41343198.44015533,0.0004897362452056814,129651363.06280118,0.0,388400000.0,0.0
